|Posición|Descripcion|conc
4838|843890|Partes de máquinas y de aparatos para la preparación o fabricación industrial de alimentos ...|843890 - Partes de máquinas y de aparatos para la preparación o fabricación industrial de alimentos ...
4839|843910|Máquinas y aparatos para la fabricación de pasta de materias fibrosas celulósicas (exc. autoclaves, ...|843910 - Máquinas y aparatos para la fabricación de pasta de materias fibrosas celulósicas (exc. autoclaves, ...
4840|843920|Máquinas y aparatos para la fabricación de papel o cartón (exc. secadoras y demás aparatos ...|843920 - Máquinas y aparatos para la fabricación de papel o cartón (exc. secadoras y demás aparatos ...
4841|843930|Máquinas y aparatos para el acabado de papel o cartón (exc. calandrias)|843930 - Máquinas y aparatos para el acabado de papel o cartón (exc. calandrias)
4842|843991|Partes de máquinas para la fabricación de pasta de materias celulósicas, nep|843991 - Partes de máquinas para la fabricación de pasta de materias celulósicas, nep
4843|843999|Partes de máquinas para la fabricación o acabado de papel o cartón, nep|843999 - Partes de máquinas para la fabricación o acabado de papel o cartón, nep
4844|844010|Máquinas y aparatos para encuadernación, incl. las máquinas para coser pliegos (exc. máquinas ...|844010 - Máquinas y aparatos para encuadernación, incl. las máquinas para coser pliegos (exc. máquinas ...
4845|844090|Partes de máquinas y aparatos para encuadernación, n.c.o.p.|844090 - Partes de máquinas y aparatos para encuadernación, n.c.o.p.
4846|844110|Cortadoras para pasta de papel, para papel o para cartón (exc. máquinas para encuadernación ...|844110 - Cortadoras para pasta de papel, para papel o para cartón (exc. máquinas para encuadernación ...
4847|844120|"Máquinas para la fabricación de sacos, bolsas ""bolsas"" o sobres, de pasta de papel, de papel ..."|"844120 - Máquinas para la fabricación de sacos, bolsas ""bolsas"" o sobres, de pasta de papel, de papel ..."
4848|844130|Máquinas para la fabricación de cajas, tubos, tambores o continentes simil. (no obtenidos por ...|844130 - Máquinas para la fabricación de cajas, tubos, tambores o continentes simil. (no obtenidos por ...
4849|844140|Máquinas para moldear artículos de pasta de papel, de papel o cartón (exc. secadoras)|844140 - Máquinas para moldear artículos de pasta de papel, de papel o cartón (exc. secadoras)
4850|844180|Máquinas y aparatos para el trabajo de la pasta de papel, del papel o cartón, n.c.o.p.|844180 - Máquinas y aparatos para el trabajo de la pasta de papel, del papel o cartón, n.c.o.p.
4851|844190|Partes de máquinas y de aparatos para el trabajo de la pasta de papel, del papel o cartón, ...|844190 - Partes de máquinas y de aparatos para el trabajo de la pasta de papel, del papel o cartón, ...
4852|844210|Máquinas para componer por procedimiento fotográfico (exc. máquinas automáticas para tratamiento ...|844210 - Máquinas para componer por procedimiento fotográfico (exc. máquinas automáticas para tratamiento ...
4853|844220|Máquinas, aparatos y material para componer caracteres, incl. con dispositivos para fundir ...|844220 - Máquinas, aparatos y material para componer caracteres, incl. con dispositivos para fundir ...
4854|844230|Máquinas, aparatos y material para fundir caracteres o para preparar o fabricar clisés, planchas, ...|844230 - Máquinas, aparatos y material para fundir caracteres o para preparar o fabricar clisés, planchas, ...
4855|844240|Partes de máquinas, aparatos y material para fundir o componer caracteres o para preparar o ...|844240 - Partes de máquinas, aparatos y material para fundir o componer caracteres o para preparar o ...
4856|844250|Caracteres de imprenta, clisés, planchas, cilindros y demás elementos impresores; piedras litográficas, ...|844250 - Caracteres de imprenta, clisés, planchas, cilindros y demás elementos impresores; piedras litográficas, ...
4857|844311|Máquinas y aparatos para imprimir offset, alimentados con bobinas|844311 - Máquinas y aparatos para imprimir offset, alimentados con bobinas
4858|844312|"Máquinas y aparatos para imprimir offset, alimentados con hojas de formato <= 22 x 36 cm ""offset ..."|"844312 - Máquinas y aparatos para imprimir offset, alimentados con hojas de formato <= 22 x 36 cm ""offset ..."
4859|844313|Máquinas y aparatos para imprimir offset, usados, alimentados con hojas de formato > 22 x 36 ...|844313 - Máquinas y aparatos para imprimir offset, usados, alimentados con hojas de formato > 22 x 36 ...
4860|844314|Máquinas y aparatos para imprimir, tipográficas, alimentados con bobinas (exc. flexográficos)|844314 - Máquinas y aparatos para imprimir, tipográficas, alimentados con bobinas (exc. flexográficos)
4861|844315|Máquinas y aparatos para imprimir, tipográficas (exc. alimentados con bobinas, así como los ...|844315 - Máquinas y aparatos para imprimir, tipográficas (exc. alimentados con bobinas, así como los ...
4862|844316|Máquinas y aparatos para imprimir, flexográficos|844316 - Máquinas y aparatos para imprimir, flexográficos
4863|844317|"Máquinas y aparatos para imprimir, heliográficos ""huecograbado"""|"844317 - Máquinas y aparatos para imprimir, heliográficos ""huecograbado"""
4864|844319|Máquinas y aparatos para imprimir offset (exc. alimentados con bobinas o con hojas de formato ...|844319 - Máquinas y aparatos para imprimir offset (exc. alimentados con bobinas o con hojas de formato ...
4865|844321|Máquinas y aparatos para imprimir, tipográficas, alimentados con bobinas (exc. flexográficos)|844321 - Máquinas y aparatos para imprimir, tipográficas, alimentados con bobinas (exc. flexográficos)
4866|844329|Máquinas y aparatos para imprimir, tipográficas (exc. alimentados con bobinas, así como los ...|844329 - Máquinas y aparatos para imprimir, tipográficas (exc. alimentados con bobinas, así como los ...
4867|844330|Máquinas y aparatos para imprimir, flexográficos|844330 - Máquinas y aparatos para imprimir, flexográficos
4868|844331|Máquinas cuyas plataformas tengan dos o mas funciones de impresión, copia o transmisión, capaz ...|844331 - Máquinas cuyas plataformas tengan dos o mas funciones de impresión, copia o transmisión, capaz ...
4869|844332|Máquinas cuyas plataformas tengan una funcion de impresión, copia o transmisión, capaz de conectar ...|844332 - Máquinas cuyas plataformas tengan una funcion de impresión, copia o transmisión, capaz de conectar ...
4870|844339|Impresoras, fotocopiadoras y máquinas facsímiles, combinadas (exc. con conexión automática ...|844339 - Impresoras, fotocopiadoras y máquinas facsímiles, combinadas (exc. con conexión automática ...
4871|844340|"Máquinas y aparatos para imprimir, heliográficos ""huecograbado"""|"844340 - Máquinas y aparatos para imprimir, heliográficos ""huecograbado"""
4872|844351|Máquinas para imprimir por chorro de tinta|844351 - Máquinas para imprimir por chorro de tinta
4873|844359|Máquinas y aparatos para imprimir mediante caracteres de imprenta, clisés, planchas, cilindros ...|844359 - Máquinas y aparatos para imprimir mediante caracteres de imprenta, clisés, planchas, cilindros ...
4874|844360|Máquinas auxiliares para la impresión, exclusivamente concebidas para funcionar con máquinas ...|844360 - Máquinas auxiliares para la impresión, exclusivamente concebidas para funcionar con máquinas ...
4875|844390|Partes de máquinas y aparatos para imprimir y de sus máquinas y aparatos auxiliares, n.c.o.p.|844390 - Partes de máquinas y aparatos para imprimir y de sus máquinas y aparatos auxiliares, n.c.o.p.
4876|844391|Partes y accesorios de impresoras, cilindros y otros componentes de la impresora de la partida ...|844391 - Partes y accesorios de impresoras, cilindros y otros componentes de la impresora de la partida ...
4877|844399|Partes y accesorios de impresoras, fotocopiadoras y máquinas facsímiles, n.c.o.p. (exc. máquinaria ...|844399 - Partes y accesorios de impresoras, fotocopiadoras y máquinas facsímiles, n.c.o.p. (exc. máquinaria ...
4878|844400|Máquinas para extrudir, estirar, texturar o cortar materia textil sintética o artificial|844400 - Máquinas para extrudir, estirar, texturar o cortar materia textil sintética o artificial
4879|844511|Cardas para la preparación de materia textil|844511 - Cardas para la preparación de materia textil
4880|844512|Peinadoras para la preparación de materia textil|844512 - Peinadoras para la preparación de materia textil
4881|844513|Mecheras para la preparación de materia textil|844513 - Mecheras para la preparación de materia textil
4882|844519|Máquinas para la preparación de materia textil (exc. cardas, peinadoras y mecheras)|844519 - Máquinas para la preparación de materia textil (exc. cardas, peinadoras y mecheras)
4883|844520|Máquinas para hilar materia textil (exc. máquinas de extrusión y mecheras)|844520 - Máquinas para hilar materia textil (exc. máquinas de extrusión y mecheras)
4884|844530|Textil doblar o torcer las máquinas|844530 - Textil doblar o torcer las máquinas
4885|844540|Máquinas para bobinar, incluidas las canilleras, o devanar materia textil|844540 - Máquinas para bobinar, incluidas las canilleras, o devanar materia textil
4886|844590|Máquinas y aparatos para la fabricación de hilados textiles, así como máquinas para la preparación ...|844590 - Máquinas y aparatos para la fabricación de hilados textiles, así como máquinas para la preparación ...
4887|844610|Telares para tejidos de anchura <= 30 cm|844610 - Telares para tejidos de anchura <= 30 cm
4888|844621|Telares para tejidos de anchura > 30 cm, de lanzadera, de motor|844621 - Telares para tejidos de anchura > 30 cm, de lanzadera, de motor
4889|844629|Telares para tejidos de anchura > 30 cm, de lanzadera, de mano|844629 - Telares para tejidos de anchura > 30 cm, de lanzadera, de mano
4890|844630|Telares para tejidos de anchura > 30 cm, sin lanzadera|844630 - Telares para tejidos de anchura > 30 cm, sin lanzadera
4891|844711|Máquinas circulares de tricotar, con cilindro de diámetro <= 165 cm|844711 - Máquinas circulares de tricotar, con cilindro de diámetro <= 165 cm
4892|844712|Máquinas circulares de tricotar, con cilindro de diámetro > 165 cm|844712 - Máquinas circulares de tricotar, con cilindro de diámetro > 165 cm
4893|844720|Máquinas rectilíneas de tricotar; máquinas de coser por cadeneta|844720 - Máquinas rectilíneas de tricotar; máquinas de coser por cadeneta
4894|844790|Máquinas de entorchar, para fabricar tul, encaje, bordados, pasamanería, trenzas, redes o ...|844790 - Máquinas de entorchar, para fabricar tul, encaje, bordados, pasamanería, trenzas, redes o ...
4895|844811|Maquinitas para lizos mecanismos Jacquard; reductoras, perforadoras y copiadoras de cartones; ...|844811 - Maquinitas para lizos mecanismos Jacquard; reductoras, perforadoras y copiadoras de cartones; ...
4896|844819|Máquinas y aparatos auxiliares para las máquinas de las partidas 8444, 8445, 8446 u 8447 (exc. ...|844819 - Máquinas y aparatos auxiliares para las máquinas de las partidas 8444, 8445, 8446 u 8447 (exc. ...
4897|844820|Partes y accesorios de las máquinas para extrudir, estirar, texturar o cortar materia textil ...|844820 - Partes y accesorios de las máquinas para extrudir, estirar, texturar o cortar materia textil ...
4898|844831|Guarniciones de cardas para máquinas para la preparación de materia textil|844831 - Guarniciones de cardas para máquinas para la preparación de materia textil
4899|844832|Partes y accesorios de máquinas para la preparación de materia textil, n.c.o.p. (exc. guarniciones ...|844832 - Partes y accesorios de máquinas para la preparación de materia textil, n.c.o.p. (exc. guarniciones ...
4900|844833|Husos, aletas y anillos y cursores, para máquinas de la partida 8445|844833 - Husos, aletas y anillos y cursores, para máquinas de la partida 8445
4901|844839|Partes y accesorios para máquinas de la partida 8445 ó de sus máquinas o aparatos auxiliares, ...|844839 - Partes y accesorios para máquinas de la partida 8445 ó de sus máquinas o aparatos auxiliares, ...
4902|844841|Lanzaderas para telares|844841 - Lanzaderas para telares
4903|844842|Peines, lizos y cuadros de lizos, para telares|844842 - Peines, lizos y cuadros de lizos, para telares
4904|844849|Partes y accesorios de telares o de sus máquinas o aparatos auxiliares, n.c.o.p.|844849 - Partes y accesorios de telares o de sus máquinas o aparatos auxiliares, n.c.o.p.
4905|844851|Platinas, agujas y demás artículos que participen en la formación de mallas, para máquinas ...|844851 - Platinas, agujas y demás artículos que participen en la formación de mallas, para máquinas ...
4906|844859|Partes y accesorios para máquinas de la partida 8447, n.c.o.p.|844859 - Partes y accesorios para máquinas de la partida 8447, n.c.o.p.
4907|844900|Máquinas y aparatos para la fabricación o acabado del fieltro o tela sin tejer, en pieza o ...|844900 - Máquinas y aparatos para la fabricación o acabado del fieltro o tela sin tejer, en pieza o ...
4908|845011|Máquinas totalmente automáticas, para lavar ropa, de capacidad unitaria, expresada en peso ...|845011 - Máquinas totalmente automáticas, para lavar ropa, de capacidad unitaria, expresada en peso ...
4909|845012|Máquinas para lavar ropa, con secadora centrífuga incorporada (exc. máquinas totalmente au ...|845012 - Máquinas para lavar ropa, con secadora centrífuga incorporada (exc. máquinas totalmente au ...
4910|845019|Máquinas para lavar ropa, de capacidad unitaria, expresada en peso de ropa seca <= 6 kg (exc. ...|845019 - Máquinas para lavar ropa, de capacidad unitaria, expresada en peso de ropa seca <= 6 kg (exc. ...
4911|845020|Máquinas para lavar ropa, de capacidad unitaria, expresada en peso de ropa seca > 10 kg|845020 - Máquinas para lavar ropa, de capacidad unitaria, expresada en peso de ropa seca > 10 kg
4912|845090|Partes de máquinas para lavar ropa, n.c.o.p.|845090 - Partes de máquinas para lavar ropa, n.c.o.p.
4913|845110|Máquinas para limpieza en seco de manufacturas textiles|845110 - Máquinas para limpieza en seco de manufacturas textiles
4914|845121|Máquinas para secar ropa, de capacidad unitaria, expresada en peso de ropa seca <= 10 kg (exc. ...|845121 - Máquinas para secar ropa, de capacidad unitaria, expresada en peso de ropa seca <= 10 kg (exc. ...
4915|845129|Máquinas para secar hilados, telas o manufacturas textiles (exc. máquinas para secar ropa, ...|845129 - Máquinas para secar hilados, telas o manufacturas textiles (exc. máquinas para secar ropa, ...
4916|845130|Máquinas y prensas para planchar, incl. prensas para fijar (exc. ??calandrias)|845130 - Máquinas y prensas para planchar, incl. prensas para fijar (exc. ??calandrias)
4917|845140|Máquinas para lavar, blanquear o teñir hilados, telas o manufacturas textiles (exc. máquinas ...|845140 - Máquinas para lavar, blanquear o teñir hilados, telas o manufacturas textiles (exc. máquinas ...
4918|845150|Máquinas para enrollar, desenrollar, plegar, cortar o dentar telas|845150 - Máquinas para enrollar, desenrollar, plegar, cortar o dentar telas
4919|845180|Máquinas y aparatos para aprestar, acabar, recubrir o impregnar hilados, telas o manufacturas ...|845180 - Máquinas y aparatos para aprestar, acabar, recubrir o impregnar hilados, telas o manufacturas ...
4920|845190|Partes de máquinas y aparatos para lavar, limpiar, escurrir, secar, planchar, prensar, blanquear, ...|845190 - Partes de máquinas y aparatos para lavar, limpiar, escurrir, secar, planchar, prensar, blanquear, ...
4921|845210|Máquinas de coser domésticas|845210 - Máquinas de coser domésticas
4922|845221|Unidades automáticas para máquinas de coser industriales|845221 - Unidades automáticas para máquinas de coser industriales
4923|845229|Máquinas de coser industriales (exc. unidades automáticas)|845229 - Máquinas de coser industriales (exc. unidades automáticas)
4924|845230|Agujas para máquinas de|845230 - Agujas para máquinas de
4925|845240|Máquinas de coser (excepto las de coser pliegos de la partida 8440); muebles, basamentos y ...|845240 - Máquinas de coser (excepto las de coser pliegos de la partida 8440); muebles, basamentos y ...
4926|845290|Muebles, basamentos y tapas para máquinas de coser y sus partes, otras partes de máquinas de ...|845290 - Muebles, basamentos y tapas para máquinas de coser y sus partes, otras partes de máquinas de ...
4927|845310|Máquinas y aparatos para la preparación, curtido o trabajo de cuero o piel (exc. secadoras, ...|845310 - Máquinas y aparatos para la preparación, curtido o trabajo de cuero o piel (exc. secadoras, ...
4928|845320|Máquinas y aparatos para la fabricación o reparación de calzado de cuero o piel (exc. máquinas ...|845320 - Máquinas y aparatos para la fabricación o reparación de calzado de cuero o piel (exc. máquinas ...
4929|845380|Máquinas y aparatos para la fabricación o reparación de manufacturas de cuero o piel (exc. ...|845380 - Máquinas y aparatos para la fabricación o reparación de manufacturas de cuero o piel (exc. ...
4930|845390|Partes de máquinas y de aparatos para la preparación, curtido o trabajo de cuero o piel o para ...|845390 - Partes de máquinas y de aparatos para la preparación, curtido o trabajo de cuero o piel o para ...
4931|845410|Convertidores para metalurgia, acerías o fundiciones|845410 - Convertidores para metalurgia, acerías o fundiciones
4932|845420|Lingoteras y cucharas de colada para metalurgia, acerías o fundiciones|845420 - Lingoteras y cucharas de colada para metalurgia, acerías o fundiciones
4933|845430|"Máquinas de colar ""moldear"", para metalurgia, acerías o fundiciones"|"845430 - Máquinas de colar ""moldear"", para metalurgia, acerías o fundiciones"
4934|845490|"Partes de convertidores, de cucharas de colada, de lingoteras y de máquinas de colar ""moldear"", ..."|"845490 - Partes de convertidores, de cucharas de colada, de lingoteras y de máquinas de colar ""moldear"", ..."
4935|845510|Laminadores de tubos para tubos de metal|845510 - Laminadores de tubos para tubos de metal
4936|845521|Laminadores para metal, para laminar en caliente o combinados para laminar en caliente y en ...|845521 - Laminadores para metal, para laminar en caliente o combinados para laminar en caliente y en ...
4937|845522|Laminadores para metal, para laminar en frío (exc. laminadores de tubos)|845522 - Laminadores para metal, para laminar en frío (exc. laminadores de tubos)
4938|845530|Cilindros de laminadores para metal|845530 - Cilindros de laminadores para metal
4939|845590|Partes de laminadores para metal, n.c.o.p.|845590 - Partes de laminadores para metal, n.c.o.p.
4940|845610|Máquinas herramienta que operen mediante láser u otros haces de luz o de fotones (exc. máquinas ...|845610 - Máquinas herramienta que operen mediante láser u otros haces de luz o de fotones (exc. máquinas ...
4941|845611|Que operen mediante láser|845611 - Que operen mediante láser
4942|845612|Que operen mediante otros haces de luz o de fotones|845612 - Que operen mediante otros haces de luz o de fotones
4943|845620|Máquinas herramienta que operen por ultrasonido (exc. aparatos para limpieza por ultrasonido ...|845620 - Máquinas herramienta que operen por ultrasonido (exc. aparatos para limpieza por ultrasonido ...
4944|845630|Máquinas herramienta que operen por electroerosión|845630 - Máquinas herramienta que operen por electroerosión
4945|845640|Que operen mediante chorro de plasma|845640 - Que operen mediante chorro de plasma
4946|845650|Máquinas para cortar por chorro de agua|845650 - Máquinas para cortar por chorro de agua
4947|845690|Máquinas herramienta para trabajar cualquier metal por arranque de material, operado por procesos ...|845690 - Máquinas herramienta para trabajar cualquier metal por arranque de material, operado por procesos ...
4948|845691|"Aparatos para grabar en seco esquemas ""trazas"" sobre material semiconductor"|"845691 - Aparatos para grabar en seco esquemas ""trazas"" sobre material semiconductor"
4949|845699|Máquinas herramienta que trabajen por arranque de cualquier materia mediante procesos electroquímicos, ...|845699 - Máquinas herramienta que trabajen por arranque de cualquier materia mediante procesos electroquímicos, ...
4950|845710|Centros de mecanizado, para trabajar metal|845710 - Centros de mecanizado, para trabajar metal
4951|845720|Máquinas de puesto fijo, para trabajar metal|845720 - Máquinas de puesto fijo, para trabajar metal
4952|845730|Máquinas de puestos múltiples, para trabajar metal|845730 - Máquinas de puestos múltiples, para trabajar metal
4953|845811|Tornos horizontales, incl. los centros de torneado, que operen por arranque de metal, de control ...|845811 - Tornos horizontales, incl. los centros de torneado, que operen por arranque de metal, de control ...
4954|845819|Tornos horizontales que operen por arranque de metal sin control numérico|845819 - Tornos horizontales que operen por arranque de metal sin control numérico
4955|845891|Tornos, incl. los centros de torneado, que operen por arranque de metal, de control numérico ...|845891 - Tornos, incl. los centros de torneado, que operen por arranque de metal, de control numérico ...
4956|845899|Tornos, incl. los centros de torneado, que operen por arranque de metal (exc. de control numérico, ...|845899 - Tornos, incl. los centros de torneado, que operen por arranque de metal (exc. de control numérico, ...
4957|845910|Unidades de mecanizado de correderas, de taladrar, fresar o roscar metal|845910 - Unidades de mecanizado de correderas, de taladrar, fresar o roscar metal
4958|845921|Máquinas de taladrar metal, de control numérico (exc. unidades de mecanizado de correderas)|845921 - Máquinas de taladrar metal, de control numérico (exc. unidades de mecanizado de correderas)
4959|845929|Máquinas de taladrar metal, de control no numérico (exc. unidades de mecanizado de correderas, ...|845929 - Máquinas de taladrar metal, de control no numérico (exc. unidades de mecanizado de correderas, ...
4960|845931|Escariadoras-fresadoras, para metal, de control numérico (exc. unidades de mecanizado de c ...|845931 - Escariadoras-fresadoras, para metal, de control numérico (exc. unidades de mecanizado de c ...
4961|845939|Escariadoras-fresadoras, para metal, de control no numérico (exc. unidades de mecanizado de ...|845939 - Escariadoras-fresadoras, para metal, de control no numérico (exc. unidades de mecanizado de ...
4962|845940|Escariadoras para metal (exc. unidades de mecanizado de correderas y escariadoras-fresadoras)|845940 - Escariadoras para metal (exc. unidades de mecanizado de correderas y escariadoras-fresadoras)
4963|845941|De control numérico|845941 - De control numérico
4964|845949|Taladradoras para metales, sin control numérico (excepto las máquinas de mando y fresas para ...|845949 - Taladradoras para metales, sin control numérico (excepto las máquinas de mando y fresas para ...
4965|845951|Máquinas de fresar de consola, para metal, de control numérico|845951 - Máquinas de fresar de consola, para metal, de control numérico
4966|845959|Máquinas de fresar de consola, para metal, de control no numérico|845959 - Máquinas de fresar de consola, para metal, de control no numérico
4967|845961|Máquinas de fresar para metal, de control numérico (exc. unidades de mecanizado de correderas, ...|845961 - Máquinas de fresar para metal, de control numérico (exc. unidades de mecanizado de correderas, ...
4968|845969|Máquinas de fresar para metal, de control no numérico (exc. unidades de mecanizado de corredera, ...|845969 - Máquinas de fresar para metal, de control no numérico (exc. unidades de mecanizado de corredera, ...
4969|845970|"Máquinas de roscar ""incl. aterrajar"" metal (exc. unidades de mecanizado de corredera)"|"845970 - Máquinas de roscar ""incl. aterrajar"" metal (exc. unidades de mecanizado de corredera)"
4970|846011|Máquinas de rectificar superficies planas, para metal, en las que la posición de la pieza pueda ...|846011 - Máquinas de rectificar superficies planas, para metal, en las que la posición de la pieza pueda ...
4971|846012|De control numérico|846012 - De control numérico
4972|846019|Máquinas de rectificar superficies planas, para metal, en las que la posición de la pieza pueda ...|846019 - Máquinas de rectificar superficies planas, para metal, en las que la posición de la pieza pueda ...
4973|846021|Máquinas de rectificar para metal, en las que la posición de la pieza pueda reglarse en uno ...|846021 - Máquinas de rectificar para metal, en las que la posición de la pieza pueda reglarse en uno ...
4974|846022|Máquinas de rectificar sin centro, de control numérico|846022 - Máquinas de rectificar sin centro, de control numérico
4975|846023|Las demás máquinas de rectificar superficies cilíndricas, de control númerico|846023 - Las demás máquinas de rectificar superficies cilíndricas, de control númerico
4976|846024|Las demás, de control numérico|846024 - Las demás, de control numérico
4977|846029|Máquinas de rectificar para metal, en las que la posición de la pieza pueda reglarse en uno ...|846029 - Máquinas de rectificar para metal, en las que la posición de la pieza pueda reglarse en uno ...
4978|846031|Máquinas de afilar para metal, de control numérico|846031 - Máquinas de afilar para metal, de control numérico
4979|846039|Máquinas de afilar para metal, de control no numérico|846039 - Máquinas de afilar para metal, de control no numérico
4980|846040|"Máquinas de lapear ""bruñir"", para metal (exc. máquinas para acabar engranajes)"|"846040 - Máquinas de lapear ""bruñir"", para metal (exc. máquinas para acabar engranajes)"
4981|846090|Máquinas de desbarbar, amolar, pulir o hacer, para metal (exc. máquinas de rectificar en las ...|846090 - Máquinas de desbarbar, amolar, pulir o hacer, para metal (exc. máquinas de rectificar en las ...
4982|846110|Cepilladoras para metales.|846110 - Cepilladoras para metales.
4983|846120|Máquinas de limar o mortajar, para metal|846120 - Máquinas de limar o mortajar, para metal
4984|846130|Máquinas de brochar para metal|846130 - Máquinas de brochar para metal
4985|846140|Máquinas de tallar o acabar engranajes, para metal (exc. máquinas de cepillar, limar, mortajar ...|846140 - Máquinas de tallar o acabar engranajes, para metal (exc. máquinas de cepillar, limar, mortajar ...
4986|846150|Máquinas de aserrar o trocear, para metal (exc. máquinas accionadas manualmente)|846150 - Máquinas de aserrar o trocear, para metal (exc. máquinas accionadas manualmente)
4987|846190|Máquinas de cepillar y demás máquinas herramienta que operen por arranque de metal o cermet, ...|846190 - Máquinas de cepillar y demás máquinas herramienta que operen por arranque de metal o cermet, ...
4988|846210|Máquinas, incl. las prensas, de forjar o estampar; martillos pilón y otras máquinas de martillar|846210 - Máquinas, incl. las prensas, de forjar o estampar; martillos pilón y otras máquinas de martillar
4989|846221|Máquinas, incl. las prensas, para enrollar, curvar, plegar, enderezar o aplanar, de control ...|846221 - Máquinas, incl. las prensas, para enrollar, curvar, plegar, enderezar o aplanar, de control ...
4990|846229|Máquinas, incl. las prensas, para enrollar, curvar, plegar, enderezar o aplanar, de control ...|846229 - Máquinas, incl. las prensas, para enrollar, curvar, plegar, enderezar o aplanar, de control ...
4991|846231|Máquinas, incl. las prensas, de cizallar, de control numérico, para trabajar metal (exc. máquinas ...|846231 - Máquinas, incl. las prensas, de cizallar, de control numérico, para trabajar metal (exc. máquinas ...
4992|846239|Máquinas, incl. las prensas, de cizallar, de control no numérico, para trabajar metal (exc. ...|846239 - Máquinas, incl. las prensas, de cizallar, de control no numérico, para trabajar metal (exc. ...
4993|846241|Máquinas, incl. las prensas, de punzonar o entallar, incl. las combinadas de cizallar y punzonar, ...|846241 - Máquinas, incl. las prensas, de punzonar o entallar, incl. las combinadas de cizallar y punzonar, ...
4994|846249|Máquinas, incl. las prensas, de punzonar o entallar, incl. las combinadas de cizallar y punzonar, ...|846249 - Máquinas, incl. las prensas, de punzonar o entallar, incl. las combinadas de cizallar y punzonar, ...
4995|846291|Prensas hidráulicas, para trabajar metales (exc. prensas de forjar, estampar, enrollar, curvar, ...|846291 - Prensas hidráulicas, para trabajar metales (exc. prensas de forjar, estampar, enrollar, curvar, ...
4996|846299|Prensas no hidráulicas, para trabajar metal (exc. prensas de forjar, estampar, enrollar, curvar, ...|846299 - Prensas no hidráulicas, para trabajar metal (exc. prensas de forjar, estampar, enrollar, curvar, ...
4997|846310|Bancos de estirar barras, tubos, perfiles, alambre o simil., de metal|846310 - Bancos de estirar barras, tubos, perfiles, alambre o simil., de metal
4998|846320|Máquinas laminadoras para hacer roscas, para trabajar metal|846320 - Máquinas laminadoras para hacer roscas, para trabajar metal
4999|846330|Máquinas para trabajar alambres, que no trabajen por arranque de materia (exc. bancos de estirar ...|846330 - Máquinas para trabajar alambres, que no trabajen por arranque de materia (exc. bancos de estirar ...
5000|846390|Máquinas herramienta para trabajar metal, carburos metálicos sinterizados o cermet, que no ...|846390 - Máquinas herramienta para trabajar metal, carburos metálicos sinterizados o cermet, que no ...
5001|846410|Máquinas de aserrar para trabajar piedra, cerámica, hormigón, amiantocemento o materias minerales ...|846410 - Máquinas de aserrar para trabajar piedra, cerámica, hormigón, amiantocemento o materias minerales ...
5002|846420|Máquinas de amolar o pulir, para trabajar piedra, cerámica, hormigón, amiantocemento o materias ...|846420 - Máquinas de amolar o pulir, para trabajar piedra, cerámica, hormigón, amiantocemento o materias ...
5003|846490|Máquinas herramienta para trabajar piedra, hormigón, amiantocemento o materias minerales simil. ...|846490 - Máquinas herramienta para trabajar piedra, hormigón, amiantocemento o materias minerales simil. ...
5004|846510|Máquinas herramienta, para trabajar madera, plástico rígido o materias duras simil., que efectúen ...|846510 - Máquinas herramienta, para trabajar madera, plástico rígido o materias duras simil., que efectúen ...
5005|846520|Centros de mecanizado|846520 - Centros de mecanizado
5006|846591|Máquinas de aserrar para trabajar madera, plástico rígido o materias duras simil. (exc. accionadas ...|846591 - Máquinas de aserrar para trabajar madera, plástico rígido o materias duras simil. (exc. accionadas ...
5007|846592|Máquinas de cepillar; máquinas de fresar o moldurar, para trabajar madera, plástico rígido ...|846592 - Máquinas de cepillar; máquinas de fresar o moldurar, para trabajar madera, plástico rígido ...
5008|846593|Máquinas de amolar, lijar o pulir, para trabajar madera, plástico rígido o materias duras simil. ...|846593 - Máquinas de amolar, lijar o pulir, para trabajar madera, plástico rígido o materias duras simil. ...
5009|846594|Máquinas de curvar o ensamblar, para trabajar madera, plástico rígido o materias duras simil. ...|846594 - Máquinas de curvar o ensamblar, para trabajar madera, plástico rígido o materias duras simil. ...
5010|846595|Máquinas de taladrar o mortajar, para trabajar madera, plástico rígido o materias duras simil. ...|846595 - Máquinas de taladrar o mortajar, para trabajar madera, plástico rígido o materias duras simil. ...
5011|846596|Máquinas de hendir, rebanar o desenrollar la madera|846596 - Máquinas de hendir, rebanar o desenrollar la madera
5012|846599|Máquinas herramienta para trabajar madera, plástico rígido o materias duras simil. (exc. máquinas ...|846599 - Máquinas herramienta para trabajar madera, plástico rígido o materias duras simil. (exc. máquinas ...
5013|846610|Portaútiles para máquinas herramienta y para herramientas de mano de cualquier tipo; dispositivos ...|846610 - Portaútiles para máquinas herramienta y para herramientas de mano de cualquier tipo; dispositivos ...
5014|846620|Portapiezas para máquinas herramienta|846620 - Portapiezas para máquinas herramienta
5015|846630|Divisores y demás dispositivos especiales para montar en máquinas herramienta, n.c.o.p.|846630 - Divisores y demás dispositivos especiales para montar en máquinas herramienta, n.c.o.p.
5016|846691|Partes y accesorios de máquinas herramienta para trabajar piedra, cerámica, hormigón, amiantocemento ...|846691 - Partes y accesorios de máquinas herramienta para trabajar piedra, cerámica, hormigón, amiantocemento ...
